year,month,state,deaths
1985,2,MG,4640
1985,2,PA,2
1985,2,PB,9
1985,2,PR,2935
1985,2,PE,3653
1985,2,PI,5
1985,2,RJ,110
1985,2,RN,12
1985,2,RS,636
1985,2,RO,108
1985,2,SC,532
1985,2,SP,13843
1985,2,SE,88
1985,2,TO,2
1985,3,AC,21
1985,3,AL,49
1985,3,AM,7
1985,3,BA,21
1985,3,CE,18
1985,3,DF,53
1985,3,ES,978
1985,3,GO,335
1985,3,MA,9
1985,3,MT,152
1985,3,MS,8
1985,3,MG,4793
1985,3,PA,1
1985,3,PB,21
1985,3,PR,3251
1985,3,PE,4230
1985,3,PI,7
1985,3,RJ,91
1985,3,RN,7
1985,3,RS,685
1985,3,RO,106
1985,3,SC,583
1985,3,SP,14582
1985,3,SE,105
1985,4,AC,21
1985,4,AL,49
1985,4,AM,6
1985,4,BA,23
1985,4,CE,10
1985,4,DF,70
1985,4,ES,999
1985,4,GO,321
1985,4,MA,10
1985,4,MT,115
1985,4,MS,9
1985,4,MG,5082
1985,4,PB,18
1985,4,PR,4017
1985,4,PE,4387
1985,4,PI,3
1985,4,RJ,113
1985,4,RN,9
1985,4,RS,837
1985,4,RO,120
1985,4,SC,560
1985,4,SP,15013
1985,4,SE,114
1985,4,TO,5
1985,5,AC,17
1985,5,AL,47
1985,5,AM,4
1985,5,BA,29
1985,5,CE,21
1985,5,DF,48
1985,5,ES,1034
1985,5,GO,354
1985,5,MA,14
1985,5,MT,125
1985,5,MS,16
1985,5,MG,5071
1985,5,PA,1
1985,5,PB,7
1985,5,PR,4105
1985,5,PE,4608
1985,5,PI,2
1985,5,RJ,121
1985,5,RN,15
1985,5,RS,800
1985,5,RO,108
1985,5,SC,734
1985,5,SP,16052
1985,5,SE,113
1985,5,TO,6
1985,6,AC,23
1985,6,AL,28
1985,6,AM,3
1985,6,BA,23
1985,6,CE,11
1985,6,DF,60
1985,6,ES,1118
1985,6,GO,357
1985,6,MA,6
1985,6,MT,132
1985,6,MS,10
1985,6,MG,5503
1985,6,PA,2
1985,6,PB,17
1985,6,PR,3756
1985,6,PE,3952
1985,6,PI,3
1985,6,RJ,95
1985,6,RN,6
1985,6,RS,859
1985,6,RO,126
1985,6,SC,707
1985,6,SP,16888
1985,6,SE,100
1985,6,TO,4
1985,7,AC,25
1985,7,AL,58
1985,7,AM,7
1985,7,BA,20
1985,7,CE,17
1985,7,DF,79
1985,7,ES,1162
1985,7,GO,412
1985,7,MA,8
1985,7,MT,178
1985,7,MS,8
1985,7,MG,6309
1985,7,PA,1
1985,7,PB,19
1985,7,PR,4019
1985,7,PE,4240
1985,7,PI,3
1985,7,RJ,117
1985,7,RN,11
1985,7,RS,920
1985,7,RO,131
1985,7,SC,817
1985,7,SP,18271
1985,7,SE,138
1985,7,TO,1
1985,8,AC,18
1985,8,AL,35
1985,8,AP,1
1985,8,AM,8
1985,8,BA,26
1985,8,CE,17
1985,8,DF,65
1985,8,ES,1038
1985,8,GO,409
1985,8,MA,18
1985,8,MT,172
1985,8,MS,13
1985,8,MG,5625
1985,8,PB,9
1985,8,PR,3803
1985,8,PE,3892
1985,8,PI,4
1985,8,RJ,121
1985,8,RN,16
1985,8,RS,905
1985,8,RO,154
1985,8,SC,654
1985,8,SP,15834
1985,8,SE,91
1985,8,TO,5
1985,9,AC,14
1985,9,AL,38
1985,9,AM,1
1985,9,BA,21
1985,9,CE,18
1985,9,DF,72
1985,9,ES,1087
1985,9,GO,374
1985,9,MA,19
1985,9,MT,135
1985,9,MS,9
1985,9,MG,5135
1985,9,PB,12
1985,9,PR,3622
1985,9,PE,3663
1985,9,PI,2
1985,9,RJ,107
1985,9,RN,8
1985,9,RS,822
1985,9,RO,118
1985,9,SC,677
1985,9,SP,14829
1985,9,SE,75
1985,9,TO,3
1985,10,AC,17
1985,10,AL,37
1985,10,AM,10
1985,10,BA,17
1985,10,CE,20
1985,10,DF,87
1985,10,ES,1047
1985,10,GO,347
1985,10,MA,10
1985,10,MT,173
1985,10,MS,14
1985,10,MG,5270
1985,10,PA,1
1985,10,PB,21
1985,10,PR,3855
1985,10,PE,3482
1985,10,PI,4
1985,10,RJ,106
1985,10,RN,13
1985,10,RS,776
1985,10,RO,177
1985,10,SC,652
1985,10,SP,15179
1985,10,SE,103
1985,11,AC,19
1985,11,AL,34
1985,11,AM,1
1985,11,BA,21
1985,11,CE,16
1985,11,DF,70
1985,11,ES,968
1985,11,GO,411
1985,11,MA,13
1985,11,MT,175
1985,11,MS,12
1985,11,MG,5181
1985,11,PA,3
1985,11,PB,8
1985,11,PR,3691
1985,11,PE,3290
1985,11,PI,5
1985,11,RJ,91
1985,11,RN,9
1985,11,RS,874
1985,11,RO,159
1985,11,SC,636
1985,11,SP,14280
1985,11,SE,115
1985,11,TO,2
1985,12,AC,27
1985,12,AL,38
1985,12,AP,9
1985,12,BA,14
1985,12,CE,14
1985,12,DF,85
1985,12,ES,1076
1985,12,GO,397
1985,12,MA,7
1985,12,MT,157
1985,12,MS,13
1985,12,MG,5463
1985,12,PA,2
1985,12,PB,13
1985,12,PR,3726
1985,12,PE,4074
1985,12,PI,1
1985,12,RJ,108
1985,12,RN,7
1985,12,RS,745
1985,12,RO,145
1985,12,SC,645
1985,12,SP,15127
1985,12,SE,95
1985,12,TO,3
1986,1,AC,24
1986,1,AL,55
1986,1,AP,92
1986,1,BA,30
1986,1,CE,15
1986,1,DF,86
1986,1,ES,1132
1986,1,GO,384
1986,1,MA,18
1986,1,MT,154
1986,1,MS,21
1986,1,MG,5340
1986,1,PA,1
1986,1,PB,20
1986,1,PR,3848
1986,1,PE,4585
1986,1,PI,6
1986,1,RJ,46
1986,1,RN,10
1986,1,RS,839
1986,1,RO,125
1986,1,SC,795
1986,1,SP,15947
1986,1,SE,121
1986,1,TO,2
1986,2,AC,14
1986,2,AL,52
1986,2,AP,43
1986,2,BA,29
1986,2,CE,8
1986,2,DF,45
1986,2,ES,999
1986,2,GO,370
1986,2,MA,6
1986,2,MT,119
1986,2,MS,23
1986,2,MG,4708
1986,2,PA,9
1986,2,PB,16
1986,2,PR,3258
1986,2,PE,3992
1986,2,PI,4
1986,2,RJ,51
1986,2,RN,16
1986,2,RS,644
1986,2,RO,136
1986,2,SC,572
1986,2,SP,13841
1986,2,SE,103
1986,2,TO,3
1986,3,AC,12
1986,3,AL,60
1986,3,AP,29
1986,3,BA,17
1986,3,CE,16
1986,3,DF,59
1986,3,ES,1004
1986,3,GO,386
1986,3,MA,17
1986,3,MT,152
1986,3,MS,15
1986,3,MG,4906
1986,3,PA,10
1986,3,PB,12
1986,3,PR,3596
1986,3,PE,4390
1986,3,PI,2
1986,3,RJ,52
1986,3,RN,10
1986,3,RS,639
1986,3,RO,101
1986,3,SC,586
1986,3,SP,15693
1986,3,SE,108
1986,3,TO,2
1986,4,AC,19
1986,4,AL,55
1986,4,BA,23
1986,4,CE,16
1986,4,DF,48
1986,4,ES,939
1986,4,GO,334
1986,4,MA,10
1986,4,MT,151
1986,4,MS,17
1986,4,MG,4764
1986,4,PA,8
1986,4,PB,13
1986,4,PR,4108
1986,4,PE,4886
1986,4,PI,3
1986,4,RJ,55
1986,4,RN,15
1986,4,RS,737
1986,4,RO,142
1986,4,SC,710
1986,4,SP,15952
1986,4,SE,148
1986,4,TO,3
1986,5,AC,14
1986,5,AL,59
1986,5,BA,27
1986,5,CE,24
1986,5,DF,99
1986,5,ES,1057
1986,5,GO,409
1986,5,MA,10
1986,5,MT,158
1986,5,MS,22
1986,5,MG,5005
1986,5,PA,8
1986,5,PB,16
1986,5,PR,4082
1986,5,PE,4784
1986,5,PI,5
1986,5,RJ,50
1986,5,RN,11
1986,5,RS,785
1986,5,RO,144
1986,5,SC,692
1986,5,SP,16377
1986,5,SE,147
1986,5,TO,1
1986,6,AC,13
1986,6,AL,54
1986,6,BA,27
1986,6,CE,16
1986,6,DF,61
1986,6,ES,1103
1986,6,GO,379
1986,6,MA,20
1986,6,MT,180
1986,6,MS,16
1986,6,MG,5530
1986,6,PA,4
1986,6,PB,20
1986,6,PR,4082
1986,6,PE,4425
1986,6,PI,4
1986,6,RJ,204
1986,6,RN,15
1986,6,RS,866
1986,6,RO,148
1986,6,SC,803
1986,6,SP,16879
1986,6,SE,158
1986,6,TO,1
1986,7,AC,12
1986,7,AL,60
1986,7,BA,28
1986,7,CE,18
1986,7,DF,104
1986,7,ES,1191
1986,7,GO,449
1986,7,MA,9
1986,7,MT,188
1986,7,MS,32
1986,7,MG,6113
1986,7,PA,11
1986,7,PB,19
1986,7,PR,4267
1986,7,PE,4543
1986,7,RJ,351
1986,7,RN,16
1986,7,RS,802
1986,7,RO,175
1986,7,SC,797
1986,7,SP,18137
1986,7,SE,141
1986,7,TO,2
1986,8,AC,15
1986,8,AL,55
1986,8,BA,34
1986,8,CE,14
1986,8,DF,74
1986,8,ES,1156
1986,8,GO,393
1986,8,MA,24
1986,8,MT,171
1986,8,MS,18
1986,8,MG,5360
1986,8,PA,4
1986,8,PB,15
1986,8,PR,4091
1986,8,PE,4105
1986,8,PI,5
1986,8,RJ,201
1986,8,RN,21
1986,8,RS,892
1986,8,RO,158
1986,8,SC,797
1986,8,SP,16222
1986,8,SE,138
1986,8,TO,1
1986,9,AC,14
1986,9,AL,40
1986,9,BA,44
1986,9,CE,11
1986,9,DF,67
1986,9,ES,1174
1986,9,GO,436
1986,9,MA,27
1986,9,MT,202
1986,9,MS,21
1986,9,MG,5520
1986,9,PA,9
1986,9,PB,15
1986,9,PR,3868
1986,9,PE,3985
1986,9,PI,6
1986,9,RJ,298
1986,9,RN,21
1986,9,RS,897
1986,9,RO,146
1986,9,SC,778
1986,9,SP,16575
1986,9,SE,130
1986,9,TO,1
1986,10,AC,13
1986,10,AL,40
1986,10,BA,32
1986,10,CE,20
1986,10,DF,90
1986,10,ES,1131
1986,10,GO,406
1986,10,MA,59
1986,10,MT,198
1986,10,MS,20
1986,10,MG,5481
1986,10,PA,2
1986,10,PB,18
1986,10,PR,3852
1986,10,PE,4065
1986,10,PI,3
1986,10,RJ,133
1986,10,RN,19
1986,10,RS,804
1986,10,RO,150
1986,10,SC,751
1986,10,SP,15909
1986,10,SE,106
1986,10,TO,2
1986,11,AC,18
1986,11,AL,41
1986,11,BA,31
1986,11,CE,12
1986,11,DF,75
1986,11,ES,1012
1986,11,GO,388
1986,11,MA,41
1986,11,MT,184
1986,11,MS,24
1986,11,MG,5150
1986,11,PA,11
1986,11,PB,17
1986,11,PR,3571
1986,11,PE,4016
1986,11,PI,4
1986,11,RJ,218
1986,11,RN,15
1986,11,RS,710
1986,11,RO,177
1986,11,SC,682
1986,11,SP,14821
1986,11,SE,127
1986,11,TO,1
1986,12,AC,12
1986,12,AL,30
1986,12,BA,26
1986,12,CE,11
1986,12,DF,97
1986,12,ES,1045
1986,12,GO,392
1986,12,MA,25
1986,12,MT,144
1986,12,MS,25
1986,12,MG,5244
1986,12,PA,9
1986,12,PB,19
1986,12,PR,3475
1986,12,PE,4530
1986,12,PI,5
1986,12,RJ,263
1986,12,RN,18
1986,12,RS,707
1986,12,RO,165
1986,12,SC,661
1986,12,SP,15770
1986,12,SE,130
1986,12,TO,2
1987,1,AC,21
1987,1,AL,42
1987,1,BA,46
1987,1,CE,15
1987,1,DF,107
1987,1,ES,1173
1987,1,GO,420
1987,1,MA,50
1987,1,MT,183
1987,1,MS,31
1987,1,MG,5489
1987,1,PA,11
1987,1,PB,25
1987,1,PR,3678
1987,1,PE,4677
1987,1,PI,3
1987,1,RJ,283
1987,1,RN,27
1987,1,RS,636
1987,1,RO,147
1987,1,SC,691
1987,1,SP,16545
1987,1,SE,130
1987,1,TO,2
1987,2,AC,14
1987,2,AL,45
1987,2,BA,51
1987,2,CE,14
1987,2,DF,90
1987,2,ES,979
1987,2,GO,423
1987,2,MA,30
1987,2,MT,162
1987,2,MS,17
1987,2,MG,4878
1987,2,PA,6
1987,2,PB,25
1987,2,PR,3356
1987,2,PE,3842
1987,2,PI,3
1987,2,RJ,260
1987,2,RN,20
1987,2,RS,578
1987,2,RO,137
1987,2,SC,585
1987,2,SP,14772
1987,2,SE,89
1987,3,AC,20
1987,3,AL,56
1987,3,BA,38
1987,3,CE,19
1987,3,DF,82
1987,3,ES,1042
1987,3,GO,413
1987,3,MA,21
1987,3,MT,167
1987,3,MS,18
1987,3,MG,5157
1987,3,PA,9
1987,3,PB,17
1987,3,PR,3760
1987,3,PE,4381
1987,3,PI,1
1987,3,RJ,143
1987,3,RN,20
1987,3,RS,687
1987,3,RO,150
1987,3,SC,625
1987,3,SP,16246
1987,3,SE,114
1987,3,TO,1
1987,4,AC,14
1987,4,AL,40
1987,4,BA,39
1987,4,CE,23
1987,4,DF,107
1987,4,ES,989
1987,4,GO,423
1987,4,MA,15
1987,4,MT,209
1987,4,MS,11
1987,4,MG,4786
1987,4,PA,4
1987,4,PB,15
1987,4,PR,3330
1987,4,PE,4529
1987,4,PI,5
1987,4,RJ,189
1987,4,RN,18
1987,4,RS,631
1987,4,RO,160
1987,4,SC,588
1987,4,SP,15406
1987,4,SE,110
1987,4,TO,2
1987,5,AC,21
1987,5,AL,36
1987,5,BA,64
1987,5,CE,19
1987,5,DF,70
1987,5,ES,1055
1987,5,GO,376
1987,5,MA,14
1987,5,MT,160
1987,5,MS,17
1987,5,MG,4812
1987,5,PA,8
1987,5,PB,14
1987,5,PR,4293
1987,5,PE,4552
1987,5,PI,3
1987,5,RJ,273
1987,5,RN,11
1987,5,RS,721
1987,5,RO,134
1987,5,SC,717
1987,5,SP,15785
1987,5,SE,127
1987,5,TO,2
1987,6,AC,14
1987,6,AL,34
1987,6,AP,17
1987,6,BA,73
1987,6,CE,17
1987,6,DF,95
1987,6,ES,1065
1987,6,GO,420
1987,6,MA,21
1987,6,MT,163
1987,6,MS,24
1987,6,MG,5250
1987,6,PA,4
1987,6,PB,21
1987,6,PR,4415
1987,6,PE,4178
1987,6,PI,1
1987,6,RJ,265
1987,6,RN,19
1987,6,RS,962
1987,6,RO,152
1987,6,SC,884
1987,6,SP,18521
1987,6,SE,115
1987,6,TO,2
1987,7,AC,22
1987,7,AL,35
1987,7,AP,56
1987,7,BA,52
1987,7,CE,20
1987,7,DF,84
1987,7,ES,1022
1987,7,GO,405
1987,7,MA,33
1987,7,MT,211
1987,7,MS,16
1987,7,MG,5369
1987,7,PA,8
1987,7,PB,22
1987,7,PR,3965
1987,7,PE,4177
1987,7,PI,4
1987,7,RJ,41
1987,7,RN,19
1987,7,RS,793
1987,7,RO,164
1987,7,SC,764
1987,7,SP,17266
1987,7,SE,157
1987,7,TO,2
1987,8,AC,10
1987,8,AL,36
1987,8,AP,40
1987,8,BA,32
1987,8,CE,10
1987,8,DF,108
1987,8,ES,1127
1987,8,GO,391
1987,8,MA,16
1987,8,MT,204
1987,8,MS,22
1987,8,MG,5349
1987,8,PA,9
1987,8,PB,21
1987,8,PR,3979
1987,8,PE,4070
1987,8,PI,9
1987,8,RJ,50
1987,8,RN,12
1987,8,RS,876
1987,8,RO,141
1987,8,SC,747
1987,8,SP,16752
1987,8,SE,106
1987,8,TO,6
1987,9,AC,16
1987,9,AL,34
1987,9,AP,42
1987,9,BA,38
1987,9,CE,12
1987,9,DF,78
1987,9,ES,996
1987,9,GO,415
1987,9,MA,35
1987,9,MT,188
1987,9,MS,22
1987,9,MG,5061
1987,9,PA,3
1987,9,PB,24
1987,9,PR,3647
1987,9,PE,3625
1987,9,PI,4
1987,9,RJ,71
1987,9,RN,22
1987,9,RS,884
1987,9,RO,150
1987,9,SC,724
1987,9,SP,15587
1987,9,SE,99
1987,9,TO,3
1987,10,AC,12
1987,10,AL,26
1987,10,AP,61
1987,10,BA,34
1987,10,CE,15
1987,10,DF,115
1987,10,ES,1041
1987,10,GO,413
1987,10,MA,26
1987,10,MT,207
1987,10,MS,27
1987,10,MG,5147
1987,10,PA,5
1987,10,PB,19
1987,10,PR,3580
1987,10,PE,3571
1987,10,PI,6
1987,10,RJ,255
1987,10,RN,15
1987,10,RS,759
1987,10,RO,175
1987,10,SC,696
1987,10,SP,15784
1987,10,SE,72
1987,10,TO,3
1987,11,AC,19
1987,11,AL,32
1987,11,BA,32
1987,11,CE,20
1987,11,DF,71
1987,11,ES,990
1987,11,GO,421
1987,11,MA,23
1987,11,MT,174
1987,11,MS,18
1987,11,MG,4626
1987,11,PA,8
1987,11,PB,18
1987,11,PR,3421
1987,11,PE,3719
1987,11,PI,5
1987,11,RJ,245
1987,11,RN,18
1987,11,RS,835
1987,11,RO,143
1987,11,SC,600
1987,11,SP,14774
1987,11,SE,80
1987,11,TO,5
1987,12,AC,20
1987,12,AL,31
1987,12,AP,1
1987,12,BA,40
1987,12,CE,13
1987,12,DF,108
1987,12,ES,1061
1987,12,GO,444
1987,12,MA,13
1987,12,MT,172
1987,12,MS,19
1987,12,MG,5071
1987,12,PA,5
1987,12,PB,25
1987,12,PR,3718
1987,12,PE,3671
1987,12,PI,3
1987,12,RJ,276
1987,12,RN,13
1987,12,RS,784
1987,12,RO,182
1987,12,SC,622
1987,12,SP,15487
1987,12,SE,87
1987,12,TO,2
1988,1,AC,19
1988,1,AL,50
1988,1,BA,43
1988,1,CE,13
1988,1,DF,77
1988,1,ES,1188
1988,1,GO,406
1988,1,MA,14
1988,1,MT,174
1988,1,MS,42
1988,1,MG,5203
1988,1,PB,27
1988,1,PR,3445
1988,1,PE,3722
1988,1,PI,5
1988,1,RJ,245
1988,1,RN,17
1988,1,RS,748
1988,1,RO,163
1988,1,SC,670
1988,1,SP,16527
1988,1,SE,132
1988,1,TO,3
1988,2,AC,19
1988,2,AL,32
1988,2,BA,44
1988,2,CE,17
1988,2,DF,54
1988,2,ES,1071
1988,2,GO,409
1988,2,MA,14
1988,2,MT,139
1988,2,MS,29
1988,2,MG,4716
1988,2,PA,1
1988,2,PB,31
1988,2,PR,3348
1988,2,PE,4224
1988,2,PI,3
1988,2,RJ,257
1988,2,RN,17
1988,2,RS,728
1988,2,RO,128
1988,2,SC,647
1988,2,SP,15564
1988,2,SE,115
1988,2,TO,6
1988,3,AC,22
1988,3,AL,71
1988,3,AP,1
1988,3,BA,37
1988,3,CE,24
1988,3,DF,81
1988,3,ES,1031
1988,3,GO,389
1988,3,MA,14
1988,3,MT,169
1988,3,MS,21
1988,3,MG,4778
1988,3,PA,1
1988,3,PB,28
1988,3,PR,3630
1988,3,PE,4442
1988,3,PI,2
1988,3,RJ,263
1988,3,RN,11
1988,3,RS,823
1988,3,RO,135
1988,3,SC,675
1988,3,SP,15921
1988,3,SE,157
1988,3,TO,5
1988,4,AC,29
1988,4,AL,51
1988,4,BA,50
1988,4,CE,24
1988,4,DF,43
1988,4,ES,1000
1988,4,GO,384
1988,4,MA,7
1988,4,MT,154
1988,4,MS,20
1988,4,MG,4792
1988,4,PB,30
1988,4,PR,3321
1988,4,PE,5130
1988,4,PI,8
1988,4,RJ,273
1988,4,RN,17
1988,4,RS,791
1988,4,RO,112
1988,4,SC,705
1988,4,SP,15779
1988,4,SE,157
1988,4,TO,3
1988,5,AC,25
1988,5,AL,64
1988,5,BA,55
1988,5,CE,28
1988,5,DF,76
1988,5,ES,1045
1988,5,GO,381
1988,5,MA,10
1988,5,MT,185
1988,5,MS,14
1988,5,MG,4907
1988,5,PB,24
1988,5,PR,3914
1988,5,PE,6166
1988,5,PI,9
1988,5,RJ,96
1988,5,RN,17
1988,5,RS,920
1988,5,RO,90
1988,5,SC,823
1988,5,SP,17546
1988,5,SE,203
1988,5,TO,3
1988,6,AC,34
1988,6,AL,40
1988,6,AP,1
1988,6,BA,36
1988,6,CE,19
1988,6,DF,61
1988,6,ES,1114
1988,6,GO,420
1988,6,MA,20
1988,6,MT,200
1988,6,MS,36
1988,6,MG,5518
1988,6,PA,1
1988,6,PB,20
1988,6,PR,4903
1988,6,PE,4705
1988,6,PI,3
1988,6,RJ,213
1988,6,RN,17
1988,6,RS,1017
1988,6,RO,212
1988,6,SC,907
1988,6,SP,20958
1988,6,SE,161
1988,6,TO,2
1988,7,AC,25
1988,7,AL,33
1988,7,BA,30
1988,7,CE,20
1988,7,DF,89
1988,7,ES,1150
1988,7,GO,427
1988,7,MA,15
1988,7,MT,164
1988,7,MS,20
1988,7,MG,5883
1988,7,PB,19
1988,7,PR,4595
1988,7,PE,4354
1988,7,PI,4
1988,7,RJ,318
1988,7,RN,18
1988,7,RS,976
1988,7,RO,147
1988,7,SC,953
1988,7,SP,19158
1988,7,SE,183
1988,8,AC,40
1988,8,AL,38
1988,8,BA,45
1988,8,CE,22
1988,8,DF,78
1988,8,ES,1197
1988,8,GO,400
1988,8,MA,11
1988,8,MT,224
1988,8,MS,15
1988,8,MG,5983
1988,8,PA,2
1988,8,PB,21
1988,8,PR,4166
1988,8,PE,4183
1988,8,PI,6
1988,8,RJ,280
1988,8,RN,14
1988,8,RS,1022
1988,8,RO,169
1988,8,SC,942
1988,8,SP,19028
1988,8,SE,219
1988,8,TO,3
1988,9,AC,36
1988,9,AL,31
1988,9,BA,49
1988,9,CE,28
1988,9,DF,99
1988,9,ES,1050
1988,9,GO,298
1988,9,MA,14
1988,9,MT,191
1988,9,MS,25
1988,9,MG,5296
1988,9,PA,2
1988,9,PB,14
1988,9,PR,3855
1988,9,PE,3573
1988,9,PI,4
1988,9,RJ,295
1988,9,RN,10
1988,9,RS,826
1988,9,RO,139
1988,9,SC,730
1988,9,SP,16614
1988,9,SE,156
1988,9,TO,5
1988,10,AC,34
1988,10,AL,27
1988,10,BA,31
1988,10,CE,22
1988,10,DF,73
1988,10,ES,993
1988,10,GO,350
1988,10,MA,13
1988,10,MT,189
1988,10,MS,27
1988,10,MG,4940
1988,10,PB,19
1988,10,PR,3391
1988,10,PE,3353
1988,10,PI,4
1988,10,RJ,256
1988,10,RN,14
1988,10,RS,772
1988,10,RO,131
1988,10,SC,615
1988,10,SP,15067
1988,10,SE,180
1988,10,TO,1
1988,11,AC,40
1988,11,AL,33
1988,11,BA,35
1988,11,CE,20
1988,11,DF,79
1988,11,ES,1019
1988,11,GO,330
1988,11,MA,8
1988,11,MT,160
1988,11,MS,20
1988,11,MG,5384
1988,11,PA,1
1988,11,PB,15
1988,11,PR,3886
1988,11,PE,3758
1988,11,PI,2
1988,11,RJ,131
1988,11,RN,13
1988,11,RS,756
1988,11,RO,165
1988,11,SC,686
1988,11,SP,16587
1988,11,SE,171
1988,11,TO,4
1988,12,AC,30
1988,12,AL,17
1988,12,AP,34
1988,12,BA,38
1988,12,CE,15
1988,12,DF,78
1988,12,ES,1176
1988,12,GO,328
1988,12,MA,17
1988,12,MT,174
1988,12,MS,32
1988,12,MG,5486
1988,12,PA,6
1988,12,PB,20
1988,12,PR,3521
1988,12,PE,3811
1988,12,PI,4
1988,12,RJ,55
1988,12,RN,24
1988,12,RS,798
1988,12,RO,162
1988,12,SC,584
1988,12,SP,15920
1988,12,SE,128
1988,12,TO,1
1989,1,AC,25
1989,1,AL,30
1989,1,AP,39
1989,1,BA,39
1989,1,CE,16
1989,1,DF,89
1989,1,ES,1113
1989,1,GO,343
1989,1,MA,8
1989,1,MT,154
1989,1,MS,60
1989,1,MG,5454
1989,1,PA,2
1989,1,PB,15
1989,1,PR,3936
1989,1,PE,3983
1989,1,PI,5
1989,1,RJ,40
1989,1,RN,23
1989,1,RS,740
1989,1,RO,171
1989,1,SC,656
1989,1,SP,16333
1989,1,SE,142
1989,1,TO,1
1989,2,AC,23
1989,2,AL,45
1989,2,AP,46
1989,2,BA,47
1989,2,CE,14
1989,2,DF,82
1989,2,ES,1029
1989,2,GO,288
1989,2,MA,18
1989,2,MT,138
1989,2,MS,52
1989,2,MG,4603
1989,2,PA,8
1989,2,PB,12
1989,2,PR,3477
1989,2,PE,3554
1989,2,PI,2
1989,2,RJ,252
1989,2,RN,21
1989,2,RS,701
1989,2,RO,131
1989,2,SC,564
1989,2,SP,15286
1989,2,SE,120
1989,2,TO,3
1989,3,AC,30
1989,3,AL,35
1989,3,AP,25
1989,3,BA,39
1989,3,CE,23
1989,3,DF,69
1989,3,ES,1097
1989,3,GO,358
1989,3,MA,17
1989,3,MT,157
1989,3,MS,77
1989,3,MG,5062
1989,3,PA,8
1989,3,PB,22
1989,3,PR,3684
1989,3,PE,3856
1989,3,PI,2
1989,3,RJ,254
1989,3,RN,18
1989,3,RS,892
1989,3,RO,116
1989,3,SC,627
1989,3,SP,16635
1989,3,SE,125
1989,3,TO,4
1989,4,AC,31
1989,4,AL,35
1989,4,AP,21
1989,4,BA,39
1989,4,CE,18
1989,4,DF,109
1989,4,ES,958
1989,4,GO,299
1989,4,MA,18
1989,4,MT,166
1989,4,MS,52
1989,4,MG,4627
1989,4,PA,6
1989,4,PB,21
1989,4,PR,3509
1989,4,PE,3847
1989,4,PI,5
1989,4,RJ,223
1989,4,RN,32
1989,4,RS,780
1989,4,RO,113
1989,4,SC,484
1989,4,SP,15829
1989,4,SE,143
1989,4,TO,4
1989,5,AC,17
1989,5,AL,51
1989,5,BA,50
1989,5,CE,26
1989,5,DF,86
1989,5,ES,1137
1989,5,GO,339
1989,5,MA,12
1989,5,MT,160
1989,5,MS,48
1989,5,MG,5447
1989,5,PA,5
1989,5,PB,17
1989,5,PR,4283
1989,5,PE,5204
1989,5,PI,3
1989,5,RJ,271
1989,5,RN,38
1989,5,RS,915
1989,5,RO,152
1989,5,SC,784
1989,5,SP,18316
1989,5,SE,169
1989,5,TO,7
1989,6,AC,22
1989,6,AL,46
1989,6,BA,52
1989,6,CE,18
1989,6,DF,117
1989,6,ES,1183
1989,6,GO,355
1989,6,MA,27
1989,6,MT,134
1989,6,MS,57
1989,6,MG,5594
1989,6,PA,12
1989,6,PB,14
1989,6,PR,4149
1989,6,PE,4678
1989,6,RJ,241
1989,6,RN,30
1989,6,RS,941
1989,6,RO,131
1989,6,SC,704
1989,6,SP,18625
1989,6,SE,154
1989,6,TO,1
1989,7,AC,19
1989,7,AL,42
1989,7,BA,40
1989,7,CE,25
1989,7,DF,56
1989,7,ES,1319
1989,7,GO,390
1989,7,MA,10
1989,7,MT,171
1989,7,MS,63
1989,7,MG,6281
1989,7,PA,17
1989,7,PB,13
1989,7,PR,4783
1989,7,PE,4593
1989,7,PI,5
1989,7,RJ,260
1989,7,RN,24
1989,7,RS,1183
1989,7,RO,179
1989,7,SC,740
1989,7,SP,19558
1989,7,SE,160
1989,7,TO,2
1989,8,AC,28
1989,8,AL,48
1989,8,BA,34
1989,8,CE,24
1989,8,DF,105
1989,8,ES,1159
1989,8,GO,364
1989,8,MA,15
1989,8,MT,179
1989,8,MS,63
1989,8,MG,5603
1989,8,PA,8
1989,8,PB,21
1989,8,PR,4176
1989,8,PE,3544
1989,8,PI,6
1989,8,RJ,300
1989,8,RN,21
1989,8,RS,1025
1989,8,RO,168
1989,8,SC,813
1989,8,SP,18996
1989,8,SE,158
1989,8,TO,3
1989,9,AC,17
1989,9,AL,36
1989,9,BA,34
1989,9,CE,15
1989,9,DF,59
1989,9,ES,1040
1989,9,GO,319
1989,9,MA,7
1989,9,MT,139
1989,9,MS,49
1989,9,MG,4738
1989,9,PA,16
1989,9,PB,14
1989,9,PR,4001
1989,9,PE,3174
1989,9,PI,3
1989,9,RJ,251
1989,9,RN,20
1989,9,RS,886
1989,9,RO,134
1989,9,SC,654
1989,9,SP,16239
1989,9,SE,141
1989,9,TO,2
1989,10,AC,12
1989,10,AL,36
1989,10,AP,1
1989,10,BA,45
1989,10,CE,28
1989,10,DF,85
1989,10,ES,1029
1989,10,GO,340
1989,10,MA,23
1989,10,MT,166
1989,10,MS,66
1989,10,MG,4986
1989,10,PA,6
1989,10,PB,15
1989,10,PR,3703
1989,10,PE,3510
1989,10,PI,3
1989,10,RJ,252
